text,createTime,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,musicMeta.musicAlbum,musicMeta.duration,videoMeta.duration,diggCount,shareCount,playCount,commentCount,mentions,hashtags
are you actually happy? #areyouhappy #thrasherskatemag #thrasherskatemag #documentary,1969-12-31 19:01:54,The Wisp Sings,Winter Aid,False,The Wisp Sings,60.0,35,7452,51,77000,102,[],"['areyouhappy', 'thrasherskatemag', 'thrasherskatemag', 'documentary']"
This is your chance to do good. #givingtuesday #holidayseason #downsyndromeawareness #specialneeds #areyouhappy,1969-12-31 19:01:55,Worship Instrumental - Instrumental,Adrian Jonathan,False,Worship Instrumental - Instrumental,60.0,29,30700,2305,145500,251,[],"['givingtuesday', 'holidayseason', 'downsyndromeawareness', 'specialneeds', 'areyouhappy']"
Don’t give up! #areyouhappy #washingtondc #dmv #motivational,1969-12-31 19:01:56,original sound,Are You Happy?,True,,32.0,32,17200,195,121700,127,[],"['areyouhappy', 'washingtondc', 'dmv', 'motivational']"
It takes ALOT to admit that. Thanks @thejacobbunn for capturing this interview in #oregon #mcminnvilleoregon #homelesspeople,1969-12-31 19:01:57,Night Trouble By Petit Biscuit,Tyler,True,,58.0,58,155700,3892,783000,1692,"[""@thejacobbunn""]","['oregon', 'mcminnvilleoregon', 'homelesspeople']"
👨‍🔧 Live your life 🔧 Thanks @thejacobbunn for the interview. #areyouhappy #mechanic #carrepair #repairman,1969-12-31 19:01:58,original sound,Are You Happy?,True,,45.0,45,3412,39,59200,37,"[""@thejacobbunn""]","['areyouhappy', 'mechanic', 'carrepair', 'repairman']"
Thanks @banda.tx for shooting interview! #areyouhappy #texas #christianity #jesuslovesyou #islam #muslimtiktok,1969-12-31 19:01:59,Night Trouble By Petit Biscuit,Tyler,True,,58.0,54,20400,237,143200,1121,"[""@banda""]","['areyouhappy', 'texas', 'christianity', 'jesuslovesyou', 'islam', 'muslimtiktok']"
"☀️ Good sunsets, good seks ☀️ #areyouhappy #saltlakecity #kitesurfingworld #kitesurfing #kitesurfingpassion",1969-12-31 19:02:00,Home,Edith Whiskers,False,Home,59.0,57,58100,1255,371300,289,[],"['areyouhappy', 'saltlakecity', 'kitesurfingworld', 'kitesurfing', 'kitesurfingpassion']"
💛 Pursue love at all costs 💛 #areyouhappy #virginia #loveis #loveisallyouneed #virginiabeach,1969-12-31 19:02:01,Night Trouble By Petit Biscuit,Tyler,True,,58.0,21,7456,121,89600,86,[],"['areyouhappy', 'virginia', 'loveis', 'loveisallyouneed', 'virginiabeach']"
"Send me a voice message, are you happy? #areyouhappy",1969-12-31 19:02:02,original sound,Are You Happy?,True,,36.0,36,7435,79,76600,88,[],['areyouhappy']
🏍 Never put a pill in your body 🏍 #areyouhappy #nevada #motorcycle #yamahabike #motorcycleride #motorcyclesoftiktok,1969-12-31 19:02:03,Night Trouble By Petit Biscuit,Tyler,True,,58.0,46,146100,1989,832600,614,[],"['areyouhappy', 'nevada', 'motorcycle', 'yamahabike', 'motorcycleride', 'motorcyclesoftiktok']"
🤫I met a man who does not speak🤫 #areyouhappy #buddism #vowofsilence #meditation #solitude #alanwatts,1969-12-31 19:02:04,Dido-Thank You,颜妹&十二,False,冰雪奇缘2,264.0,52,8827,94,104900,103,[],"['areyouhappy', 'buddism', 'vowofsilence', 'meditation', 'solitude', 'alanwatts']"
🤫 He took a vow of silence 🤫 #areyouhappy #utah #brycecanyon #brycecanyonnationalpark #offgrid #vowofsilence #meditation #buddhism #recluse,1969-12-31 19:02:05,Night Trouble By Petit Biscuit,Tyler,True,,58.0,49,379400,1363,1500000,821,[],"['areyouhappy', 'utah', 'brycecanyon', 'brycecanyonnationalpark', 'offgrid', 'vowofsilence', 'meditation', 'buddhism', 'recluse']"
🌵I got lost in the desert 🌵 #areyouhappy #brycecanyonnationalpark #utah #hikingadventures #documentary #documentaryfilm,1969-12-31 19:02:06,Dle Yaman,Arsen Grigoryan,False,Armenian Duduk,60.0,36,34000,110,214700,125,[],"['areyouhappy', 'brycecanyonnationalpark', 'utah', 'hikingadventures', 'documentary', 'documentaryfilm']"
You can listen to more messages on the pod. #areyouhappy #positivepsychology #psychology,1969-12-31 19:02:07,O Superman,Laurie Anderson,False,Big Science,60.0,50,4726,78,78100,47,[],"['areyouhappy', 'positivepsychology', 'psychology']"
🏔 He quit his job to hike full time 🏔 #areyouhappy #appalachiantrail #arizonatrail #hikingadventures #zionnationalpark #pacificcresttrail,1969-12-31 19:02:08,Night Trouble By Petit Biscuit,Tyler,True,,58.0,53,10600,250,94100,66,[],"['areyouhappy', 'appalachiantrail', 'arizonatrail', 'hikingadventures', 'zionnationalpark', 'pacificcresttrail']"
🏔 I ask strangers if they’re happy 🏔  #angelslanding #zionnationalpark #hiking #arizonatrail #hikingarizona #traillife,1969-12-31 19:02:09,Night Trouble By Petit Biscuit,Tyler,True,,58.0,45,567400,18800,3100000,4028,[],"['angelslanding', 'zionnationalpark', 'hiking', 'arizonatrail', 'hikingarizona', 'traillife']"
A message we all need to hear right now. #utah #saltlakecity #drumcircle #voting #elections #elections2020,1969-12-31 19:02:10,Night Trouble By Petit Biscuit,Tyler,True,,58.0,24,8519,289,130800,91,[],"['utah', 'saltlakecity', 'drumcircle', 'voting', 'elections', 'elections2020']"
🛹 I ask strangers if they’re happy 🛹 #utah #saltlakecity #skateboarding #skateboard #skateboarder #skateboards,1969-12-31 19:02:11,Night Trouble By Petit Biscuit,Tyler,True,,58.0,23,155900,1070,866300,449,[],"['utah', 'saltlakecity', 'skateboarding', 'skateboard', 'skateboarder', 'skateboards']"
🇺🇸 I ask strangers if they’re happy 🇺🇸 Thanks to @thejacobbunn in Oregon for the interview #mcminnvilleoregon #oregon #voting #votetiktok,1969-12-31 19:02:12,original sound,Are You Happy?,True,,41.0,41,9537,83,139200,238,"[""@thejacobbunn""]","['mcminnvilleoregon', 'oregon', 'voting', 'votetiktok']"
🏍 I ask strangers if they’re happy 🏍 #utah #motorcross #dirtbikes #offroading #motorcrosstiktok #motorcrosslife,1969-12-31 19:02:13,worldstar money (interlude),Joji,False,In Tongues,60.0,59,11800,263,107300,89,[],"['utah', 'motorcross', 'dirtbikes', 'offroading', 'motorcrosstiktok', 'motorcrosslife']"
🏍 I ask strangers if they’re happy 🏍  Watch the full interview on the vlog! #areyouhappy #documentaryfilm #documentary #filmmaking #utah,1969-12-31 19:02:14,My Song,Labi Siffre,False,"Crying, Laughing, Loving, Lying (Deluxe Edition)",30.0,47,5997,100,91000,33,[],"['areyouhappy', 'documentaryfilm', 'documentary', 'filmmaking', 'utah']"
🌻 I ask strangers if they’re happy 🌻 Full video on YT! 🎥 #areyouhappy #documentary #documentaryfilm #filmmaking #utah,1969-12-31 19:02:15,original sound,Are You Happy?,True,,56.0,56,8209,83,101600,74,[],"['areyouhappy', 'documentary', 'documentaryfilm', 'filmmaking', 'utah']"
🌻 I ask strangers if they’re happy. 😃 Full video on my YT. 🎥 Go check it out! #areyouhappy #documentary #documentaryfilm #filmmaking,1969-12-31 19:02:16,original sound,Are You Happy?,True,,57.0,57,5532,39,88800,63,[],"['areyouhappy', 'documentary', 'documentaryfilm', 'filmmaking']"
I ask strangers if they’re happy. — Full video on YT - Link in BI0,1969-12-31 19:02:17,original sound,Are You Happy?,True,,51.0,51,2360,18,68100,36,[],[]
@happyganglifestyle I’m coming to Utah. Who’s coming with me? #utah #zionnationalpark #saltlakecity,1969-12-31 19:02:18,original sound,Are You Happy?,True,,33.0,33,2716,6,65400,60,"[""@happyganglifestyle""]","['utah', 'zionnationalpark', 'saltlakecity']"
What would you do? #saltlakecity #moabutah #zionnationalpark,1969-12-31 19:02:19,original sound - Are You Happy?,,False,,,27,3883,1,69600,165,[],"['saltlakecity', 'moabutah', 'zionnationalpark']"
Should I stay or should I go? @happyganglifestyle #areyouhappy #documentary #filmmaking #utah #saltlakecity,1969-12-31 19:02:20,original sound,Are You Happy?,True,,53.0,53,1495,4,48000,151,"[""@happyganglifestyle""]","['areyouhappy', 'documentary', 'filmmaking', 'utah', 'saltlakecity']"
I didn’t expect this to happen. Thanks @happyganglifestyle for the words of encouragement. #areyouhappy #happygang #motivationaldoc,1969-12-31 19:02:21,original sound,Are You Happy?,True,,55.0,55,14900,91,119900,44,"[""@happyganglifestyle""]","['areyouhappy', 'happygang', 'motivationaldoc']"
#duet with @happyganglifestyle Actually pretty helpful if even for a second. #mindfulness #meditation #psychologytricks,1969-12-31 19:02:22,original sound,Brett Bond,True,,58.0,59,2525,51,51500,21,"[""@happyganglifestyle""]","['duet', 'mindfulness', 'meditation', 'psychologytricks']"
Live every day to the fullest. AYH Filmmaker: @briansalehh #areyouhappy #sevenmagicmountains #lasvegas #nevada,1969-12-31 19:02:23,Dreams (2004 Remaster),Fleetwood Mac,False,Rumours (Deluxe Edition),22.0,23,4868,41,56900,28,"[""@briansalehh""]","['areyouhappy', 'sevenmagicmountains', 'lasvegas', 'nevada']"
I ask strangers if they’re happy. credit:  @famouslyaloof #areyouhappy #zionnationalpark #springdaleutah  #angelslanding,1969-12-31 19:02:24,original sound,Are You Happy?,True,,59.0,59,3555,28,54000,122,"[""@famouslyaloof""]","['areyouhappy', 'zionnationalpark', 'springdaleutah', 'angelslanding']"
I’m making a documentary where I ask strangers one question. #areyouhappy #wholesometiktok #kitesurfing #surfing,1969-12-31 19:02:25,original sound,Are You Happy?,True,,29.0,29,20700,32,122700,58,[],"['areyouhappy', 'wholesometiktok', 'kitesurfing', 'surfing']"
Let’s make him a star. #areyouhappy #archesnationalpark #wholesometiktok #utah,1969-12-31 19:02:26,original sound,Are You Happy?,True,,53.0,53,46100,2133,178400,272,[],"['areyouhappy', 'archesnationalpark', 'wholesometiktok', 'utah']"
"TikTok, let’s buy a bus. #areyouhappy #specialneeds #specialneedschild #downsyndromeawareness #nonprofit",1969-12-31 19:02:27,original sound,Are You Happy?,True,,35.0,35,6521,539,69500,47,[],"['areyouhappy', 'specialneeds', 'specialneedschild', 'downsyndromeawareness', 'nonprofit']"
Let’s buy a bus. #donation #areyouhappy #fundraising #specialneeds #specialneedsmom,1969-12-31 19:02:28,Stand By Me cover by Valencia Grace,Valencia Grace,True,,50.0,29,91100,18800,318100,772,[],"['donation', 'areyouhappy', 'fundraising', 'specialneeds', 'specialneedsmom']"
I ask strangers if they’re happy. Shout to to my man @happyganglifestyle for the awesome shirt. Life rips.,1969-12-31 19:02:29,original sound,Are You Happy?,True,,58.0,58,28700,153,131000,164,"[""@happyganglifestyle""]",[]
I ask strangers if they’re happy. #utah #archesnationalpark #wholesometiktok,1969-12-31 19:02:30,original sound,Are You Happy?,True,,28.0,28,25000,61,165400,89,[],"['utah', 'archesnationalpark', 'wholesometiktok']"
are you happy? Thanks @banda.tx for capturing this interview! #areyouhappy #wholesometiktok #texas #austin #singlelife,1969-12-31 19:02:31,original sound,Are You Happy?,True,,51.0,51,99900,520,576600,637,"[""@banda""]","['areyouhappy', 'wholesometiktok', 'texas', 'austin', 'singlelife']"
I interview strangers and ask one question... #wholesometiktok #saltlakecity #utah #areyouhappy #slc,1969-12-31 19:02:32,original sound,Are You Happy?,True,,22.0,22,32500,77,189500,119,[],"['wholesometiktok', 'saltlakecity', 'utah', 'areyouhappy', 'slc']"
I ask strangers if they’re happy. credit: @thejacobbunn #areyouhappy #wholesometiktok #blindpeople #sheltonct #connecticut,1969-12-31 19:02:33,original sound,Are You Happy?,True,,51.0,51,6560,100,65100,51,"[""@thejacobbunn""]","['areyouhappy', 'wholesometiktok', 'blindpeople', 'sheltonct', 'connecticut']"
Did a really awesome podcast with @heatherparady . Check her out!,1969-12-31 19:02:34,original sound,Are You Happy?,True,,56.0,56,1483,18,45700,18,"[""@heatherparady""]",[]
Thanks to @graceforall19 for the wisdom and @joshsadvice for the interview. #areyouhappy #wholesometiktok,1969-12-31 19:02:35,original sound,Are You Happy?,True,,55.0,55,4499,61,58800,58,"[""@graceforall19"",""@joshsadvice""]","['areyouhappy', 'wholesometiktok']"
So happy to be in the Washington DC asking people if they’re happy. #areyouhappy #washingtondc #dmv #accentschallenge #accents,1969-12-31 19:02:36,original sound,Are You Happy?,True,,29.0,29,174700,1391,1100000,882,[],"['areyouhappy', 'washingtondc', 'dmv', 'accentschallenge', 'accents']"
"Went for ice cones, left with knowledge. Thanks to @thejacobbunn for creating this interview. #areyouhappy #southcarolina #wholesometiktok",1969-12-31 19:02:37,original sound,Are You Happy?,True,,53.0,53,6547,62,77100,53,"[""@thejacobbunn""]","['areyouhappy', 'southcarolina', 'wholesometiktok']"
This kid just dropped some wisdom. Thanks @joshsadvice for the interview. #areyouhappy #wholesometiktok,1969-12-31 19:02:38,worldstar money (interlude),Joji,False,In Tongues,60.0,55,314500,5922,1200000,1851,"[""@joshsadvice""]","['areyouhappy', 'wholesometiktok']"
I asked a bunch of Albanians if they were happy. #areyouhappy #albanian #albania #albaniancheck #shqiptar,1969-12-31 19:02:39,original sound,Are You Happy?,True,,58.0,58,27800,154,169800,262,[],"['areyouhappy', 'albanian', 'albania', 'albaniancheck', 'shqiptar']"
I felt like I was in a movie. #areyouhappy,1969-12-31 19:02:40,original sound,Are You Happy?,True,,57.0,57,194000,746,844100,1555,[],['areyouhappy']
We are so close to finding the Mountain Man. #FindTheMountainMan #Jodhpur,1969-12-31 19:02:41,original sound,Are You Happy?,True,,58.0,58,11000,63,83000,112,[],"['findthemountainman', 'jodhpur']"
"Comment Jodhpur, India. #findthemountainman #areyouhappy",1969-12-31 19:02:42,original sound,Are You Happy?,True,,53.0,53,105400,4602,400000,6717,[],"['findthemountainman', 'areyouhappy']"
#findthemountainman,1969-12-31 19:02:43,original sound,Are You Happy?,True,,27.0,27,4453,20,59100,59,[],['findthemountainman']
Every day I ask a stranger if they’re happy.,1969-12-31 19:02:44,original sound,Are You Happy?,True,,15.0,16,15200,68,110900,56,[],[]
I ask strangers if they’re happy. #areyouhappy #happypeople #busdrivertiktok #newyorker,1969-12-31 19:02:45,original sound,Are You Happy?,True,,49.0,49,4119,82,45300,48,[],"['areyouhappy', 'happypeople', 'busdrivertiktok', 'newyorker']"
This is your chance to make a difference.,1969-12-31 19:02:46,Put Your Records On,Ritt Momney,False,Put Your Records On,60.0,42,26600,3032,132700,348,[],[]
"I ask strangers if they’re happy. Today I’m at Bearsdley Apple Orchard in Shelton, CT. #apples #applesauce #applecider #farming #applepicking",1969-12-31 19:02:47,original sound,Are You Happy?,True,,56.0,56,12900,138,93900,137,[],"['apples', 'applesauce', 'applecider', 'farming', 'applepicking']"
I met a really happy family. Here’s part 3/3 #areyouhappy #wholesometiktok credit: @thejacobbunn,1969-12-31 19:02:48,Outro,M83,False,"Hurry Up, We're Dreaming",30.0,59,16000,77,84200,54,"[""@thejacobbunn""]","['areyouhappy', 'wholesometiktok']"
Are you happy? Send me one voice message on IG telling me. creator credit: @thejacobbunn,1969-12-31 19:02:49,original sound,Are You Happy?,True,,36.0,43,2988,160,39600,41,"[""@thejacobbunn""]",[]
"I ask strangers if they’re happy. Today I’m in Ithaca, New York. Interview credit: @jakelattimore #areyouhappy #wholesometiktok",1969-12-31 19:02:50,Put Your Records On,Ritt Momney,False,Put Your Records On,60.0,43,8731,221,65400,146,"[""@jakelattimore""]","['areyouhappy', 'wholesometiktok']"
I ask strangers if they’re happy. #wholesometiktok #areyouhappy,1969-12-31 19:02:51,original sound,Are You Happy?,True,,14.0,14,4776,108,59700,40,[],"['wholesometiktok', 'areyouhappy']"
merch is out. link in bio. #areyouhappy,1969-12-31 19:02:52,original sound,Are You Happy?,True,,30.0,30,1853,28,36300,33,[],['areyouhappy']
,1969-12-31 19:02:53,original sound,Are You Happy?,True,,15.0,15,2559,28,39900,24,[],[]
I ask strangers if they’re happy. Met this legend dad. Interview credit: @giddyonthegrind from australia,1969-12-31 19:02:54,original sound,Are You Happy?,True,,49.0,49,9434,68,68000,73,"[""@giddyonthegrind""]",[]
I ask strangers if they’re happy. Interview credit: @giddyonthegrind from australia,1969-12-31 19:02:55,original sound,Are You Happy?,True,,47.0,47,146500,1212,940000,551,"[""@giddyonthegrind""]",[]
I ask strangers if they’re happy.,1969-12-31 19:02:56,original sound,Are You Happy?,True,,15.0,15,53000,966,335700,415,[],[]
On my account I ask strangers if they’re happy. This interview started it all. #areyouhappy,1969-12-31 19:02:57,original sound,Are You Happy?,True,,10.0,10,28400,59,178800,66,[],['areyouhappy']
Are you actually happy? Send me a voice message on IG with your answer. voice: @lexfavale,1969-12-31 19:02:58,original sound,Are You Happy?,True,,36.0,36,4485,17,47400,49,"[""@lexfavale""]",[]
"If you’re reading this, consider this your chance to make a difference.",1969-12-31 19:02:59,original sound,Are You Happy?,True,,35.0,36,8495,1755,57800,111,[],[]
I wanna be this guy one day. Full interview l1nked in BlO. #areyouhappy #wholesometiktok #positivevibesonly,1969-12-31 19:03:00,"The Banjo Beat, Pt. 1",Ricky Desktop,False,"The Banjo Beat, Pt. 1",17.0,8,8526,22,93100,52,[],"['areyouhappy', 'wholesometiktok', 'positivevibesonly']"
Are you happy? Send me a voice message on IG with your answer. Be honest though. message from @almond717,1969-12-31 19:03:01,original sound,Are You Happy?,True,,57.0,57,3734,124,50200,36,"[""@almond717""]",[]
Everyone deserves a school bus. Let’s make it happen for these kids. @happy__people to learn more. #areyouhappy #schoolbus #backtoschool,1969-12-31 19:03:02,original sound,Are You Happy?,True,,53.0,53,3213,958,38000,73,"[""@happy__people""]","['areyouhappy', 'schoolbus', 'backtoschool']"
All the voice messages I choose are ones I would have sent myself. #areyouhappy #documentary #filmmaking,1969-12-31 19:03:03,original sound,Are You Happy?,True,,59.0,59,10600,162,72200,186,[],"['areyouhappy', 'documentary', 'filmmaking']"
I ask strangers if they’re happy. I met this couple in Goa India. #areyouhappy #goaindia #couplegoals #tindertok #wholesometiktok,1969-12-31 19:03:04,original sound,Are You Happy?,True,,51.0,51,13600,66,74200,74,[],"['areyouhappy', 'goaindia', 'couplegoals', 'tindertok', 'wholesometiktok']"
I ask strangers if they’re happy. You should try it too. #areyouhappy #fisherman #fishing #bassproshop #lakehouse,1969-12-31 19:03:05,original sound,Are You Happy?,True,,56.0,56,8334,180,55200,81,[],"['areyouhappy', 'fisherman', 'fishing', 'bassproshop', 'lakehouse']"
I travel around the world and ask strangers if they’re happy. This guy totally gets it. #areyouhappy #wholesometiktok #positivityonly #society,1969-12-31 19:03:06,original sound,Are You Happy?,True,,53.0,53,1575,30,33100,21,[],"['areyouhappy', 'wholesometiktok', 'positivityonly', 'society']"
Would you say you’re happy? #areyouhappy #georgia #wholesometiktok #positivityonly,1969-12-31 19:03:07,original sound,Are You Happy?,True,,57.0,57,1950,18,32000,40,[],"['areyouhappy', 'georgia', 'wholesometiktok', 'positivityonly']"
I ask strangers if they’re happy. Their answers have taken me on the adventure of a lifetime. #areyouhappy #wholesometiktok #newyorker,1969-12-31 19:03:08,original sound,Are You Happy?,True,,58.0,58,14400,424,82000,106,[],"['areyouhappy', 'wholesometiktok', 'newyorker']"
I ask strangers if they’re happy. Met an adorable couple at the beach #connecticut #milford #areyouhappy #wholesometiktok #couplegoals,1969-12-31 19:03:09,original sound,Jecus Andrei,True,,15.0,59,3296,72,38100,40,[],"['connecticut', 'milford', 'areyouhappy', 'wholesometiktok', 'couplegoals']"
"Calling all filmmakers, editors, and creatives who love Are You Happy. #areyouhappy #filmmaking",1969-12-31 19:03:10,Outro,M83,False,"Hurry Up, We're Dreaming",30.0,15,533,39,27900,21,[],"['areyouhappy', 'filmmaking']"
I ask strangers if they’re happy. Today I met a beautiful couple at the beach. #areyouhappy #wholesometiktok #wholesomecontent #positivityonly,1969-12-31 19:03:11,original sound,Are You Happy?,True,,56.0,56,24900,352,134000,127,[],"['areyouhappy', 'wholesometiktok', 'wholesomecontent', 'positivityonly']"
Thanks for a million! Now let’s come together. Donate and check out @happy__people for more information. #specialneeds #nonprofit #areyouhappy,1969-12-31 19:03:12,Blackbird A Cappella,Ben Horsburgh,True,,26.0,57,6655,2122,42200,140,"[""@happy__people""]","['specialneeds', 'nonprofit', 'areyouhappy']"
A stranger sent me this voice message on IG. This one really got me. Part 1/3 #areyouhappy,1969-12-31 19:03:13,original sound,Are You Happy?,True,,49.0,49,2676,38,51000,50,[],['areyouhappy']
A stranger sent me this voice message on IG. This one really got me. Part 2/3. #areyouhappy,1969-12-31 19:03:14,original sound,Are You Happy?,True,,53.0,53,1518,30,43400,27,[],['areyouhappy']
A stranger sent me this voice message on IG. This one really got me. Part 3/3. #areyouhappy,1969-12-31 19:03:15,original sound,Are You Happy?,True,,58.0,58,1592,15,47500,30,[],['areyouhappy']
I ask strangers if they’re happy. This one video changed things for me. #areyouhappy #utah #stgeorge #stgeorgeutah #saltlakecity,1969-12-31 19:03:16,original sound,Are You Happy?,True,,58.0,58,35200,807,211100,286,[],"['areyouhappy', 'utah', 'stgeorge', 'stgeorgeutah', 'saltlakecity']"
I ask strangers if they’re happy. Their answers change me every day. #areyouhappy #wholesometiktok #wholesomecontent #positivityonly,1969-12-31 19:03:17,original sound,Are You Happy?,True,,59.0,59,12800,173,115200,114,[],"['areyouhappy', 'wholesometiktok', 'wholesomecontent', 'positivityonly']"
I ask strangers if they’re happy. Their answers have changed my life. #areyouhappy #wholesometiktok #wholesomecontent #positivityonly,1969-12-31 19:03:18,original sound,Are You Happy?,True,,59.0,59,545800,18700,2700000,3016,[],"['areyouhappy', 'wholesometiktok', 'wholesomecontent', 'positivityonly']"
I travel around the world and ask strangers if they’re happy. #areyouhappy #truthtok #environmentalscience #environment #colorado,1969-12-31 19:03:19,original sound,Are You Happy?,True,,24.0,24,25700,264,196400,402,[],"['areyouhappy', 'truthtok', 'environmentalscience', 'environment', 'colorado']"
Thank you so much for your love. Are you happy changed things for me. Love.,1969-12-31 19:03:20,original sound,Are You Happy?,True,,59.0,59,5911,66,71600,72,[],[]
I want to know if my followers are actually happy. Send me a voice message on IG with your answer. #areyouhappy #wholesometiktok #spotifyplaylists,1969-12-31 19:03:21,original sound,Are You Happy?,True,,44.0,44,20600,107,152700,87,[],"['areyouhappy', 'wholesometiktok', 'spotifyplaylists']"
I ask everyone I meet if they’re happy. #areyouhappy #sneakerheadcheck #sneakerheads #sneakerculture,1969-12-31 19:03:22,original sound,Are You Happy?,True,,56.0,56,18900,260,123800,228,[],"['areyouhappy', 'sneakerheadcheck', 'sneakerheads', 'sneakerculture']"
We have to go where India isn’t banned. Comment on my IG post to continue the search. #findthemountainman #jodhpur #areyouhappy,1969-12-31 19:03:23,original sound,Are You Happy?,True,,50.0,50,25300,433,127500,80,[],"['findthemountainman', 'jodhpur', 'areyouhappy']"
Are you actually happy? Send me a voice message on IG with your answer. #areyouhappy,1969-12-31 19:03:24,original sound,Are You Happy?,True,,30.0,31,3287,26,57400,45,[],['areyouhappy']
somebody finally asked me the question #duet with @thejacobbunn,1969-12-31 19:03:25,original sound,Jacob Bunn,True,,59.0,9,2545,5,68100,29,"[""@thejacobbunn""]",['duet']
Are you actually happy? Send me one voice message on IG telling me. #areyouhappy,1969-12-31 19:03:26,if u reading this comment im a fan on any video,Are You Happy?,True,,43.0,43,6020,49,64900,156,[],['areyouhappy']
I ask strangers if they’re happy. Met a happy group of friends. #areyouhappy #wholesometiktok,1969-12-31 19:03:27,original sound,Are You Happy?,True,,59.0,59,6326,37,74100,53,[],"['areyouhappy', 'wholesometiktok']"
I travel the world and ask strangers one question. Yes he has a tiktok: @jimmyarb1 #areyouhappy #mexico #rapper,1969-12-31 19:03:28,original sound,Are You Happy?,True,,43.0,43,36400,406,187300,129,"[""@jimmyarb1""]","['areyouhappy', 'mexico', 'rapper']"
I ask strangers if they’re happy. #areyouhappy #wholesometiktok #connecticut #derbyct,1969-12-31 19:03:29,anton are you happy,Are You Happy?,True,,24.0,24,6203,84,72200,37,[],"['areyouhappy', 'wholesometiktok', 'connecticut', 'derbyct']"
TiK tOk iS gEtTiNg BaNnEd. pLs FoLlOw Me #areyouhappy,1969-12-31 19:03:30,original sound,Are You Happy?,True,,48.0,48,24300,255,144300,190,[],['areyouhappy']
"Happiness, fried chicken and New Orleans. Behind the scenes on IG {are_you_happpy} #areyouhappy",1969-12-31 19:03:31,original sound,Are You Happy?,True,,40.0,41,70400,150,424900,354,[],['areyouhappy']
I ask strangers if they’re happy. #areyouhappy #colorado #complimentchallenge,1969-12-31 19:03:32,original sound,Are You Happy?,True,,46.0,46,29800,605,114900,1908,[],"['areyouhappy', 'colorado', 'complimentchallenge']"
I ask strangers if they’re happy. #washingtondc #areyouhappy #dmv,1969-12-31 19:03:33,original sound,Are You Happy?,True,,22.0,22,29000,80,161600,137,[],"['washingtondc', 'areyouhappy', 'dmv']"
I ask strangers if they’re happy. Found this man in Brooklyn. #brooklyn #areyouhappy #newyorker #sustainableliving,1969-12-31 19:03:34,To Be Happy Joey Pecorano,Are You Happy?,True,,47.0,47,68800,240,338200,226,[],"['brooklyn', 'areyouhappy', 'newyorker', 'sustainableliving']"
I ask strangers if they are happy. #areyouhappy #brooklyn #newyorker,1969-12-31 19:03:35,original sound,Are You Happy?,True,,56.0,56,6349,52,72800,65,[],"['areyouhappy', 'brooklyn', 'newyorker']"
A blind person’s perspective on happiness. #areyouhappy #blindtiktok,1969-12-31 19:03:36,original sound,Are You Happy?,True,,38.0,38,7336,47,64500,49,[],"['areyouhappy', 'blindtiktok']"
i ask strangers if they’re happy. Full interview on YT. #areyouhappy #wholesometiktok #connecticut #sheltonct,1969-12-31 19:03:37,original sound,Are You Happy?,True,,51.0,51,12200,134,88800,77,[],"['areyouhappy', 'wholesometiktok', 'connecticut', 'sheltonct']"
Does anyone ever say they’re not happy? #areyouhappy,1969-12-31 19:03:38,original sound,Are You Happy?,True,,55.0,56,7338,41,81200,37,[],['areyouhappy']
Full interview with the Moon Man linked in bio. #areyouhappy #findthemoonchild,1969-12-31 19:03:39,original sound,Are You Happy?,True,,39.0,39,2848,80,58700,35,[],"['areyouhappy', 'findthemoonchild']"
They call him Moon. Can Norfolk send the message? #areyouhappy,1969-12-31 19:03:40,original sound,Are You Happy?,True,,47.0,47,888700,113500,2800000,7396,[],['areyouhappy']
I ask everyone I meet if they’re happy. Met a really smart guy. #areyouhappy,1969-12-31 19:03:41,original sound,Are You Happy?,True,,9.0,9,22300,27,189700,77,[],['areyouhappy']
Are you actually happy? Send me a voice message on IG with your answer. #areyouhappy,1969-12-31 19:03:42,original sound,Are You Happy?,True,,57.0,57,13800,378,112800,170,[],['areyouhappy']
How I make this documentary while also living with social anxiety #areyouhappy,1969-12-31 19:03:43,original sound,Are You Happy?,True,,47.0,47,5027,11,72300,50,[],['areyouhappy']
I only hear fax. #areyouhappy #wholesometiktok #pizzaoven #outdoorcooking #outdoorkitchen,1969-12-31 19:03:44,original sound,Are You Happy?,True,,9.0,9,50600,469,300500,170,[],"['areyouhappy', 'wholesometiktok', 'pizzaoven', 'outdoorcooking', 'outdoorkitchen']"
I ask strangers if they’re happy. #areyouhappy #wholesometiktok #connecticut #sheltonct,1969-12-31 19:03:45,original sound,Are You Happy?,True,,12.0,12,9689,18,105700,59,[],"['areyouhappy', 'wholesometiktok', 'connecticut', 'sheltonct']"
Update regarding the “Blonde Buddha”. YT Link in bio. #areyouhappy #virginiabeach,1969-12-31 19:03:46,original sound,Are You Happy?,True,,47.0,47,52400,302,249600,131,[],"['areyouhappy', 'virginiabeach']"
I travel around the world and ask everyone I meet one question. #areyouhappy,1969-12-31 19:03:47,original sound,Are You Happy?,True,,16.0,16,12100,19,107700,50,[],['areyouhappy']
Sometimes the question results in awkward silence but that’s ok. Her full answer is on my YT. Link in bio. #areyouhappy #wholesometiktok,1969-12-31 19:03:48,original sound,Are You Happy?,True,,10.0,10,13900,23,142200,49,[],"['areyouhappy', 'wholesometiktok']"
