text,createTime,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,musicMeta.musicAlbum,musicMeta.duration,videoMeta.duration,diggCount,shareCount,playCount,commentCount,mentions,hashtags
I thought he was going to be angry with me... Thanks @dibrantreppy for this interview. #connecticut #motivationaldoc #motivationalmoment,1969-12-31 19:00:13,Runaway by Kanye Piano,Henry Cantu,True,,49.0,53,60000,942,470500,306,"[""@dibrantreppy""]","['connecticut', 'motivationaldoc', 'motivationalmoment']"
It’s never to late to learn how to love again. Thank you @dibrantreppy for this interview. #loveconquershate #loveconfesion #loveaboveallthings,1969-12-31 19:00:14,Runaway by Kanye Piano,Henry Cantu,True,,49.0,58,57400,1678,398400,349,"[""@dibrantreppy""]","['loveconquershate', 'loveconfesion', 'loveaboveallthings']"
You’re alive. Just keep going. @dibrantreppy thanks for this interview. #uconn #storrs #connecticut #motivationaldoc #motivationalmoment,1969-12-31 19:00:15,Night Trouble By Petit Biscuit,Tyler,True,,58.0,41,1200000,37100,5200000,13300,"[""@dibrantreppy""]","['uconn', 'storrs', 'connecticut', 'motivationaldoc', 'motivationalmoment']"
For those asking where the happy guy has been. Follow  @happy__people to follow our progress. #downsyndromeawareness #cerebralpalsy #specialneeds,1969-12-31 19:00:16,original sound,Are You Happy?,True,,120.0,121,32700,480,348400,326,"[""@happy__people""]","['downsyndromeawareness', 'cerebralpalsy', 'specialneeds']"
Can money buy happiness? #financestrategist #spiritualitytiktok #happinessproject,1969-12-31 19:00:17,Fantasy dream,上野燿,False,,126.0,137,16500,1365,280000,286,[],"['financestrategist', 'spiritualitytiktok', 'happinessproject']"
I made a promise a year ago. Now I have to make good on it. #areyouhappy #utah #springdaleutah #sandhollow #sandhollowutah,1969-12-31 19:00:18,original sound,Are You Happy?,True,,171.0,172,97600,2844,559800,1212,[],"['areyouhappy', 'utah', 'springdaleutah', 'sandhollow', 'sandhollowutah']"
I met some Albanians the other day and had a very interesting experience. #albanians #albaniancheck #shqiptar #3minutevideo #fyp,1969-12-31 19:00:19,original sound,Are You Happy?,True,,176.0,176,17200,172,239400,154,[],"['albanians', 'albaniancheck', 'shqiptar', '3minutevideo', 'fyp']"
Reply to @feliciastaropoli @dibrantreppy thank you for this interview. #uconn #storrs #connecticut #huskies #uconnhuskies,1969-12-31 19:00:20,original sound,Are You Happy?,True,,55.0,55,19100,284,213200,97,"[""@feliciastaropoli"",""@dibrantreppy""]","['uconn', 'storrs', 'connecticut', 'huskies', 'uconnhuskies']"
The message is clear: take a moment. Thanks @dibrantreppy for this interview. #uconn #connecticut #rollerskate #rollerskater #storrs,1969-12-31 19:00:21,ghost town (voice memo),Chloe George,False,ghost town (voice memo),60.0,55,327000,4288,1500000,1685,"[""@dibrantreppy""]","['uconn', 'connecticut', 'rollerskate', 'rollerskater', 'storrs']"
@dibrantreppy thanks for this interview. Her message is clear: we don’t have much time left. #timeisfake #momsoftiktok #mothers #momsknowbest,1969-12-31 19:00:22,Night Trouble By Petit Biscuit,Tyler,True,,58.0,59,31200,192,285500,234,"[""@dibrantreppy""]","['timeisfake', 'momsoftiktok', 'mothers', 'momsknowbest']"
@dibrantreppy thanks for this interview. Love this guy’s message #thepastisthepast #thefutureisnow #letitgo #youarenotyourthoughts #bestill,1969-12-31 19:00:23,Runaway by Kanye Piano,Henry Cantu,True,,49.0,46,17900,873,182200,98,"[""@dibrantreppy""]","['thepastisthepast', 'thefutureisnow', 'letitgo', 'youarenotyourthoughts', 'bestill']"
Reply to @feliciastaropoli to watch the full interview click link in my bio. #unite #togetherwecan #weareunited #unitedwestand,1969-12-31 19:00:24,Runaway by Kanye Piano,Henry Cantu,True,,49.0,46,17200,396,165100,142,"[""@feliciastaropoli""]","['unite', 'togetherwecan', 'weareunited', 'unitedwestand']"
The message is clear. We all should get along. #unite #areyouhappy #motivationaldoc #happinessisyou,1969-12-31 19:00:25,Runaway by Kanye Piano,Henry Cantu,True,,49.0,27,163700,5349,1200000,4155,[],"['unite', 'areyouhappy', 'motivationaldoc', 'happinessisyou']"
The message is clear: reconnect. #snowshoe #snowshoemountain #hikingadventures #mountainview  #PepsiApplePieChallenge,1969-12-31 19:00:26,Night Trouble By Petit Biscuit,Tyler,True,,58.0,42,11700,150,150300,76,[],"['snowshoe', 'snowshoemountain', 'hikingadventures', 'mountainview']"
Keep hope alive everyone! Hope is stronger than anything. #derbyct #keephopealive #positivevibesonly #positiveaffirmations #connecticut,1969-12-31 19:00:27,Outro,M83,False,"Hurry Up, We're Dreaming",30.0,25,11300,135,136000,58,[],"['derbyct', 'keephopealive', 'positivevibesonly', 'positiveaffirmations', 'connecticut']"
The message is clear: Don’t stop. #ramtruck #ramtrucks #ramtrucknation #carwashing,1969-12-31 19:00:28,Big Little Lies (TV Theme),Voidoid,False,Big Little Lies (TV Theme),30.0,21,8989,69,140100,45,[],"['ramtruck', 'ramtrucks', 'ramtrucknation', 'carwashing']"
The message is clear: life is meant to be lived. #areyouhappy #leocarillobeach  #malibu #pacificcoasthighway #losangelesbeach,1969-12-31 19:00:29,Calico,Haux,False,Calico,60.0,27,7588,20,121000,43,[],"['areyouhappy', 'leocarillobeach', 'malibu', 'pacificcoasthighway', 'losangelesbeach']"
The message is clear: balance. #holland #dutch #netherlands #delftnederland #nederland,1969-12-31 19:00:30,original sound,Are You Happy?,True,,17.0,17,3171,14,106000,16,[],"['holland', 'dutch', 'netherlands', 'delftnederland', 'nederland']"
2020 was a great year for self reflection and happiness. #areyouhappy #uconn #uconnhuskies #storrs,1969-12-31 19:00:31,Send Me on My Way,Vibe Street,False,Vibin' on Em (The Remix)- EP,60.0,59,4398,78,102200,35,[],"['areyouhappy', 'uconn', 'uconnhuskies', 'storrs']"
Find your inner child,1969-12-31 19:00:32,original sound,Are You Happy?,True,,6.0,6,2237,2,103500,18,[],[]
This just proves we all need to reflect on what we do have. #derbyct #connecticut #positivepsychology #mindfulness,1969-12-31 19:00:33,Runaway by Kanye Piano,Henry Cantu,True,,49.0,59,9625,89,104700,55,[],"['derbyct', 'connecticut', 'positivepsychology', 'mindfulness']"
This might be my favorite interview we’ve done on this page.,1969-12-31 19:00:34,Calico,Haux,False,Calico,60.0,59,15000,178,137500,201,[],[]
The message is clear: never settle. #rockclimbing #mountainclimbing #scrambling #rockscrambling,1969-12-31 19:00:35,Where My Love (Edit),Fallo,False,Mode Down,60.0,18,15900,50,147400,42,[],"['rockclimbing', 'mountainclimbing', 'scrambling', 'rockscrambling']"
"Together, let’s make a real difference. #downsyndromeawareness #specialneedsmom #specialneedskid #nonprofit",1969-12-31 19:00:36,Where My Love (Edit),Fallo,False,Mode Down,60.0,55,24800,4968,125500,372,[],"['downsyndromeawareness', 'specialneedsmom', 'specialneedskid', 'nonprofit']"
Reply to @feliciastaropoli Do you struggle to love yourself?,1969-12-31 19:00:37,original sound,Are You Happy?,True,,35.0,35,9102,109,121200,71,"[""@feliciastaropoli""]",[]
The wisdom of the youth in Albania. Amazing! #albanian #kosovatiktok #prishtine #prishtina,1969-12-31 19:00:38,Night Trouble By Petit Biscuit,Tyler,True,,58.0,35,188800,2157,1200000,824,[],"['albanian', 'kosovatiktok', 'prishtine', 'prishtina']"
I’m hoping this video could change things. #areyouhappy #downsyndromeawareness #downsyndromebaby #specialneedschild #mentalhealthtiktoks,1969-12-31 19:00:39,Stuck in the Middle,Tai Verdes,False,Stuck in the Middle,60.0,29,18600,1113,144300,143,[],"['areyouhappy', 'downsyndromeawareness', 'downsyndromebaby', 'specialneedschild', 'mentalhealthtiktoks']"
I’m already nostalgic for the early-quaràntine vibes. #areyouhappy #brooklynbridge #brooklyn #newyorker,1969-12-31 19:00:40,Night Trouble By Petit Biscuit,Tyler,True,,58.0,42,9660,76,119600,43,[],"['areyouhappy', 'brooklynbridge', 'brooklyn', 'newyorker']"
@dibrantreppy thanks for this interview 💛 #depressionanxiety #anxietytips #mentalhealthawarness #derealization,1969-12-31 19:00:41,Night Trouble By Petit Biscuit,Tyler,True,,58.0,58,21200,194,141100,284,"[""@dibrantreppy""]","['depressionanxiety', 'anxietytips', 'mentalhealthawarness', 'derealization']"
Happiness comes from: sunshine. #prishtina #kosova #fashionshow #fashiondesign #positivityonly,1969-12-31 19:00:42,Crispy Bacon,Laurent Garnier,False,Crispy Bacon,30.0,43,14900,100,170800,177,[],"['prishtina', 'kosova', 'fashionshow', 'fashiondesign', 'positivityonly']"
I spoke to a very wise man on top of a mountain. Full interview on my website.,1969-12-31 19:00:43,original sound,Are You Happy?,True,,59.0,59,16100,201,137700,190,[],[]
An honest response to the are you happy question. #skatingaesthetic #skatingvibes #skatinglife #sk8life,1969-12-31 19:00:44,Runaway by Kanye Piano,Henry Cantu,True,,49.0,53,7088,41,98600,47,[],"['skatingaesthetic', 'skatingvibes', 'skatinglife', 'sk8life']"
The message is clear: The past is a running river.,1969-12-31 19:00:45,Hallelujah,Jeff Buckley,False,Grace,30.0,59,5509,51,72400,80,[],[]
They say he’s the happiest person in America.,1969-12-31 19:00:46,“Runaway Westworld Cover by @seemusicpiano”,Not ben schwarz,True,,15.0,52,13600,45,108800,73,[],[]
@banda.tx thank you for this interview. #areyouhappy #therapytiktok #tiktoktherapy #derealization,1969-12-31 19:00:47,MAYA DELILAH ON ALL PLATFORMS,mayadelilah,True,,29.0,35,18000,78,137700,94,"[""@banda""]","['areyouhappy', 'therapytiktok', 'tiktoktherapy', 'derealization']"
Who is the happiest person in the world?,1969-12-31 19:00:48,“Runaway Westworld Cover by @seemusicpiano”,Not ben schwarz,True,,15.0,54,116900,626,570600,811,[],[]
Reply to @feliciastaropoli Thank you @christynico for this interview! #traveltheworld #edinburgh #edinburghscotland,1969-12-31 19:00:49,original sound,Are You Happy?,True,,50.0,50,5843,118,96600,41,"[""@feliciastaropoli"",""@christynico""]","['traveltheworld', 'edinburgh', 'edinburghscotland']"
"The message is clear: hold on. Thanks Christy from Edinburgh, Scotland. #traveltheworld #edinburgh #edinburghscotland",1969-12-31 19:00:50,original sound,Strange World of Synths,True,,58.0,50,715500,5650,2200000,3512,[],"['traveltheworld', 'edinburgh', 'edinburghscotland']"
your entire life can change in an instant,1969-12-31 19:00:51,My Tears Are Becoming A Sea,M83,False,"Hurry Up, We're Dreaming",30.0,53,33000,369,193400,266,[],[]
Just vibe with @solenendahiro from Rwanda here. #rwanda #kigalitiktok #kigalirwanda #spiritualitytiktok #spiritualitytips,1969-12-31 19:00:52,original sound,Are You Happy?,True,,59.0,59,7018,153,82800,92,"[""@solenendahiro""]","['rwanda', 'kigalitiktok', 'kigalirwanda', 'spiritualitytiktok', 'spiritualitytips']"
@oscar.c.121 captured this interview at a bowling alley. What a good vibe! #goodvibes #positivevibes #bowlingalley #bowlingtiktok,1969-12-31 19:00:53,original sound,Are You Happy?,True,,43.0,44,1935,30,65700,52,"[""@oscar""]","['goodvibes', 'positivevibes', 'bowlingalley', 'bowlingtiktok']"
@dibrantreppy asked a cowboy if he was happy. #pbr #cowboyshit #rodeoclown #rodeotok #rodeoranch,1969-12-31 19:00:54,Why Are There Boundaries,Fkj,False,French Kiwi Juice,60.0,55,17100,53,124300,97,"[""@dibrantreppy""]","['pbr', 'cowboyshit', 'rodeoclown', 'rodeotok', 'rodeoranch']"
Just the fact that you’re alive is enough reason to be happy. #areyouhappy #findhappiness #happinessisyou #positivepsychology,1969-12-31 19:00:55,Night Trouble By Petit Biscuit,Tyler,True,,58.0,39,40200,1251,351300,298,[],"['areyouhappy', 'findhappiness', 'happinessisyou', 'positivepsychology']"
Chris from Australia conducted this interview! What a wise woman. #melbourne #darwinaustralia #aussiesdoingthings #melbourneaustralia,1969-12-31 19:00:56,Night Trouble By Petit Biscuit,Tyler,True,,58.0,34,3553,17,65700,25,[],"['melbourne', 'darwinaustralia', 'aussiesdoingthings', 'melbourneaustralia']"
@oscar.c.121 interviewed a random passerby who totally gets it. #mindsetmotivation #perspectiveiskey #mentalheathawarness #positiveenergy,1969-12-31 19:00:57,"Hand Covers Bruise (From the Movie ""The Social Network"")",Movie Sounds Unlimited,False,Movie Soundtrack Hits,60.0,48,7682,117,69700,66,"[""@oscar""]","['mindsetmotivation', 'perspectiveiskey', 'mentalheathawarness', 'positiveenergy']"
my mom did an interview for this page. that means you can too. dm me if you want to do interviews as well.,1969-12-31 19:00:58,original sound,Are You Happy?,True,,59.0,59,3283,16,55300,37,[],[]
@juanloaizaes captured this interview in Colombia. Que fantastico! #medellin #ciudaddelrio #medellincolombia #felicidad #parce #psicología,1969-12-31 19:00:59,original sound,Are You Happy?,True,,58.0,58,3940,54,61100,34,"[""@juanloaizaes""]","['medellin', 'ciudaddelrio', 'medellincolombia', 'felicidad', 'parce', 'psicología']"
@dibrantreppy thanks for capturing this interview! #areyouhappy #positivepsychology #positivemindset #mindsetmotivation,1969-12-31 19:01:00,Night Trouble By Petit Biscuit,Tyler,True,,58.0,38,7354,63,81500,68,"[""@dibrantreppy""]","['areyouhappy', 'positivepsychology', 'positivemindset', 'mindsetmotivation']"
a typical “are you happy” day,1969-12-31 19:01:01,original sound,Are You Happy?,True,,59.0,59,7617,60,78300,59,[],[]
Love to see people do what they love! Thanks so Annie for submitting this interview! #surfing #panamacitybeach #panamacity #panamacitybeachflorida,1969-12-31 19:01:02,Why Are There Boundaries,Fkj,False,French Kiwi Juice,60.0,26,7815,22,90400,25,[],"['surfing', 'panamacitybeach', 'panamacity', 'panamacitybeachflorida']"
@banda.tx interviewed this guy through the car window! And what a guy! Smile more. #smilemore #positiveenergy #positivitygang #austin #austintexas,1969-12-31 19:01:03,Why Are There Boundaries,Fkj,False,French Kiwi Juice,60.0,25,237500,2216,1500000,1002,"[""@banda""]","['smilemore', 'positiveenergy', 'positivitygang', 'austin', 'austintexas']"
Reply to @jonathangauci3 Join the cause! Let’s buy a bus! @happy__people,1969-12-31 19:01:04,original sound,Are You Happy?,True,,21.0,21,2072,26,67400,28,"[""@jonathangauci3"",""@happy__people""]",[]
Ik stel vreemden één vraag: ben je gelukkig? Vandaag interviewde een vriendin uit Nederland mensen in haar stad #nederland #hollands #nederlandtiktok,1969-12-31 19:01:05,Night Trouble By Petit Biscuit,Tyler,True,,58.0,47,2548,13,76400,18,[],"['nederland', 'hollands', 'nederlandtiktok']"
Never compare... #areyouhappy #positivepsychology #psychologytricks #therapytiktok #sheltonct #farminglife,1969-12-31 19:01:06,original sound,Are You Happy?,True,,14.0,14,9361,141,121200,62,[],"['areyouhappy', 'positivepsychology', 'psychologytricks', 'therapytiktok', 'sheltonct', 'farminglife']"
She’s going to be a great nurse. Thanks @dop.productions for capturing this interview. #wisconsin #nursingschool #positivepsychology #louisville,1969-12-31 19:01:07,Night Trouble By Petit Biscuit,Tyler,True,,58.0,56,265500,1230,1300000,1085,"[""@dop""]","['wisconsin', 'nursingschool', 'positivepsychology', 'louisville']"
We’re not really strangers. Thanks to @banda.tx for capturing this interview. #areyouhappy #austintexas #mentalhealthtiktoks #mentalhealthcheck,1969-12-31 19:01:08,Night Trouble By Petit Biscuit,Tyler,True,,58.0,49,51300,865,384500,588,"[""@banda""]","['areyouhappy', 'austintexas', 'mentalhealthtiktoks', 'mentalhealthcheck']"
Maccas Manager gets it... Thanks @giddyonthegrind for capturing this interview! #areyouhappy #newsouthwales #australian #maccas #aussiesdoingthings,1969-12-31 19:01:09,original sound,Are You Happy?,True,,55.0,55,2824,11,91100,32,"[""@giddyonthegrind""]","['areyouhappy', 'newsouthwales', 'australian', 'maccas', 'aussiesdoingthings']"
She absolutely gets it.Thank you @dop.productions for this interview. #positivepsychology #positivevibesonly #louisville #louisvillekentucky #kentucky,1969-12-31 19:01:10,Night Trouble By Petit Biscuit,Tyler,True,,58.0,56,44800,920,341000,277,"[""@dop""]","['positivepsychology', 'positivevibesonly', 'louisville', 'louisvillekentucky', 'kentucky']"
Reply to @malachiflannery Take control of your happiness. You have the power. #positivitymindset #mindsetmotivation #mindsetiseverything,1969-12-31 19:01:11,i wonder,johnny 🌙,True,,36.0,41,4504,73,103100,71,"[""@malachiflannery""]","['positivitymindset', 'mindsetmotivation', 'mindsetiseverything']"
Thank you @thatpineapplegirl for this amazing interview! More to come from this interview. #areyouhappy #pineapplegirl #documentary #mentalhealth,1969-12-31 19:01:12,original sound,Are You Happy?,True,,55.0,55,2295,26,83000,21,"[""@thatpineapplegirl""]","['areyouhappy', 'pineapplegirl', 'documentary', 'mentalhealth']"
Thank you @rnbstellar for this interview and for creating amazing music! #areyouhappy #ashes #rnbstellar,1969-12-31 19:01:13,Ashes,Stellar,False,Ashes,60.0,34,1807,23,76700,20,"[""@rnbstellar""]","['areyouhappy', 'ashes', 'rnbstellar']"
This guy gets it. Reply to @jamesmcginley,1969-12-31 19:01:14,original sound,Are You Happy?,True,,40.0,40,5510,78,88400,41,"[""@jamesmcginley""]",[]
This guy totally gets it. #sevenmagicmountains #lasvegas #documentary #positivepsychology #unite,1969-12-31 19:01:15,Night Trouble By Petit Biscuit,Tyler,True,,58.0,40,21300,354,171300,203,[],"['sevenmagicmountains', 'lasvegas', 'documentary', 'positivepsychology', 'unite']"
Part 2 of the Atlanta Man #hotlanta #precovid #lifebeforecovid #cascadeskatingrink #atlantageorgia,1969-12-31 19:01:16,Why Are There Boundaries,Fkj,False,French Kiwi Juice,60.0,55,6276,53,92600,42,[],"['hotlanta', 'precovid', 'lifebeforecovid', 'cascadeskatingrink', 'atlantageorgia']"
I’m down with the hood they said! #atlanta #mexicanmemes #blackandproud #atlantageorgia,1969-12-31 19:01:17,Why Are There Boundaries,Fkj,False,French Kiwi Juice,60.0,28,37900,212,231100,218,[],"['atlanta', 'mexicanmemes', 'blackandproud', 'atlantageorgia']"
This guy for president. to @jopkins_ #perspectiveiskey #jerseymikes #positiveenergy #positivepsychology #psychology,1969-12-31 19:01:18,original sound,Are You Happy?,True,,44.0,45,13300,1102,222500,143,"[""@jopkins_""]","['perspectiveiskey', 'jerseymikes', 'positiveenergy', 'positivepsychology', 'psychology']"
"If you have a dollar, this video is for you. #areyouhappy #downsyndromeawareness #downsyndrome #momsoftiktok #autismawareness",1969-12-31 19:01:19,I Need A Dollar,Aloe Blacc & Aloa Blacc,False,Good Things,60.0,45,3284,188,96400,55,[],"['areyouhappy', 'downsyndromeawareness', 'downsyndrome', 'momsoftiktok', 'autismawareness']"
This guy gets it. Thank you @dibrantreppy for this interview. #jerseymikes #derbyct #connecticut #positivepsychology #unite,1969-12-31 19:01:20,Night Trouble By Petit Biscuit,Tyler,True,,58.0,45,1400000,42200,7700000,11100,"[""@dibrantreppy""]","['jerseymikes', 'derbyct', 'connecticut', 'positivepsychology', 'unite']"
She said she isn’t happy but her reason is different than you might think. Thanks @joshsadvice for this interview. #mentalhealthawarness #mentalhealth,1969-12-31 19:01:21,original sound,Are You Happy?,True,,39.0,39,15400,125,199600,161,"[""@joshsadvice""]","['mentalhealthawarness', 'mentalhealth']"
“We were poor but I never felt poor” #areyouhappy #fairfieldct #hungarian #lifeadvice #wisdom,1969-12-31 19:01:22,original sound,Are You Happy?,True,,26.0,26,18000,144,269200,91,[],"['areyouhappy', 'fairfieldct', 'hungarian', 'lifeadvice', 'wisdom']"
I thought they lied. #areyouhappy #positivitywithjoy #positivemindset #mentalhealth,1969-12-31 19:01:23,original sound,Are You Happy?,True,,44.0,44,13600,55,174500,68,[],"['areyouhappy', 'positivitywithjoy', 'positivemindset', 'mentalhealth']"
Someone sent me this voice message and I need to share it with yall. #archesnationalpark #mentalhealthawarness #mentalhealthtiktoks #mentalhealthtips,1969-12-31 19:01:24,original sound,Are You Happy?,True,,54.0,54,6617,95,129400,86,[],"['archesnationalpark', 'mentalhealthawarness', 'mentalhealthtiktoks', 'mentalhealthtips']"
Find happiness in the little things. Thanks @famouslyaloof for this interview! #momsontiktok #momsofteens #momsofquarantine #momsanddaughters,1969-12-31 19:01:25,drivers license,Olivia Rodrigo,False,drivers license,30.0,58,2950,22,110100,31,"[""@famouslyaloof""]","['momsontiktok', 'momsofteens', 'momsofquarantine', 'momsanddaughters']"
"TikTok, are you happy? Send me a voice message with your answer. #positivepsychology #pyschology #areyouhappy #interviews #secretsrevealed",1969-12-31 19:01:26,O Superman,Laurie Anderson,False,Big Science,60.0,43,2208,18,92400,46,[],"['positivepsychology', 'pyschology', 'areyouhappy', 'interviews', 'secretsrevealed']"
Are you happy? Send me a voice message on IG with your answer. #areyouhappy,1969-12-31 19:01:27,original sound,Are You Happy?,True,,45.0,46,3423,52,93500,56,[],['areyouhappy']
This guy gets it. Thanks @joshsadvice and @famouslyaloof for this interview! #truckdriver #truckers #truckinglife #truckerlife,1969-12-31 19:01:28,original sound,Are You Happy?,True,,15.0,15,21900,201,188900,81,"[""@joshsadvice"",""@famouslyaloof""]","['truckdriver', 'truckers', 'truckinglife', 'truckerlife']"
Met some kids sitting on the dock of the bay. Thanks @oscar.c.121 for this interview! #areyouhappy,1969-12-31 19:01:29,(Sittin' On) the Dock of the Bay,Otis Redding,False,Essentials: Otis Redding,30.0,26,5174,42,89400,38,"[""@oscar""]",['areyouhappy']
This math teacher gets it. Thanks to @joshsadvice for getting this interview! #mathteacher #elearning #zoomclass #mathematics #philosophy,1969-12-31 19:01:30,Coming of Age,Blondes,False,Coming of Age,60.0,44,17500,54,131800,52,"[""@joshsadvice""]","['mathteacher', 'elearning', 'zoomclass', 'mathematics', 'philosophy']"
Asked a kite surfer if he was happy! Thanks @famouslyaloof for the interview. #kitesurfing #utahsunsets #kitesurfer #kitesurfingworld,1969-12-31 19:01:31,Night Trouble By Petit Biscuit,Tyler,True,,58.0,33,14000,326,166400,177,"[""@famouslyaloof""]","['kitesurfing', 'utahsunsets', 'kitesurfer', 'kitesurfingworld']"
"What makes you happy? Thanks @happyganglifestyle for inviting me to Salt Lake City, Utah! #musicians #musiciansoftiktok #musiciansontiktok",1969-12-31 19:01:32,original sound,Are You Happy?,True,,41.0,41,3424,38,65900,59,"[""@happyganglifestyle""]","['musicians', 'musiciansoftiktok', 'musiciansontiktok']"
just breathing is enough. #areyouhappy #documentary #philosophytiktok,1969-12-31 19:01:33,Strawberry,Prod by Rose,False,"Pixk.I, Vol. 4",60.0,21,5943,17,92900,39,[],"['areyouhappy', 'documentary', 'philosophytiktok']"
Reply to @bakedbreadjen Why acknowledging the negativity?,1969-12-31 19:01:34,original sound,Are You Happy?,True,,6.0,7,2178,5,72900,224,"[""@bakedbreadjen""]",[]
It’s a TikTok miracle. We did it. #jodhpur #findthemountainman #areyouhappy #documentary,1969-12-31 19:01:35,original sound,ourfriendsonfacebook,True,,59.0,59,158800,1366,601000,916,[],"['jodhpur', 'findthemountainman', 'areyouhappy', 'documentary']"
It actually happened. Thanks TikTok. Storytime coming soon.,1969-12-31 19:01:36,original sound,Are You Happy?,True,,13.0,13,9259,12,101600,63,[],[]
How many people fell in love today? #areyouhappy #Bye2020 #newyears #newyearseve,1969-12-31 19:01:37,original sound,Are You Happy?,True,,59.0,59,3070,17,57800,40,[],"['areyouhappy', 'bye2020', 'newyears', 'newyearseve']"
2020 - We will miss you. #areyouhappy #newyears #newyearseve,1969-12-31 19:01:38,original sound,Are You Happy?,True,,58.0,58,93900,438,422000,5061,[],"['areyouhappy', 'newyears', 'newyearseve']"
I loved 2020. Here’s why. #areyouhappy #newyears,1969-12-31 19:01:39,original sound,Are You Happy?,True,,58.0,58,130100,2395,456800,2620,[],"['areyouhappy', 'newyears']"
Is there a difference?,1969-12-31 19:01:40,original sound,Are You Happy?,True,,51.0,51,19700,183,132200,207,[],[]
Sh1t aint sweet but it’s not bad. Thanks @garcelletv for the interview! #areyouhappy #newyorkers #accents #newyorkcitycheck #newyorkcitylife,1969-12-31 19:01:41,original sound,Are You Happy?,True,,34.0,35,16200,141,117700,130,"[""@garcelletv""]","['areyouhappy', 'newyorkers', 'accents', 'newyorkcitycheck', 'newyorkcitylife']"
💫 be true to yourself 💫 Thanks @famouslyaloof for this interview! #saltlakecity #drumcircle #spiritualitytiktok #dreads #dreadstylesformen,1969-12-31 19:01:42,original sound,Are You Happy?,True,,24.0,24,8314,16,96900,62,"[""@famouslyaloof""]","['saltlakecity', 'drumcircle', 'spiritualitytiktok', 'dreads', 'dreadstylesformen']"
🌊 Love more 🌊 Thanks @joshsadvice for the interview! #areyouhappy #saltlakecity #kitesurfing #utahlifestyle #momsoftiktok,1969-12-31 19:01:43,original sound,Are You Happy?,True,,23.0,23,4894,15,54200,42,"[""@joshsadvice""]","['areyouhappy', 'saltlakecity', 'kitesurfing', 'utahlifestyle', 'momsoftiktok']"
You dont need to apologize. Thanks @oscar.c.121 for the interview. #jesus #christianity #religion #spirituality,1969-12-31 19:01:44,original sound,Are You Happy?,True,,26.0,26,9471,49,76300,347,"[""@oscar""]","['jesus', 'christianity', 'religion', 'spirituality']"
☀️ You’re alive. ☀️ Thanks @oscar.c.121 for this interview! #areyouhappy #bellinghamwashington #washingtonstate #breastcancer #breastcancersurvivor,1969-12-31 19:01:45,Emotional Piano Instrumental In E Minor,Tom Bailey Backing Tracks,False,Backing Tracks Collection Vol. 4,60.0,20,4213,56,49500,57,"[""@oscar""]","['areyouhappy', 'bellinghamwashington', 'washingtonstate', 'breastcancer', 'breastcancersurvivor']"
Sending good vibes to Ms. Charbs 💛 Thanks @joshsadvice for interview #professors #zoomclass #zoomclassroom #zoomclassof2020 #collegelife,1969-12-31 19:01:46,original sound,Are You Happy?,True,,19.0,19,33700,21,190900,75,"[""@joshsadvice""]","['professors', 'zoomclass', 'zoomclassroom', 'zoomclassof2020', 'collegelife']"
🌳 Don’t disconnect from the mother 🌳 Thanks @famouslyaloof for the interview. #motherearth #motherearthmatters #savetheearth #spiritualtiktok,1969-12-31 19:01:47,Emotional Piano Instrumental In E Minor,Tom Bailey Backing Tracks,False,Backing Tracks Collection Vol. 4,60.0,45,482000,13100,1800000,6292,"[""@famouslyaloof""]","['motherearth', 'motherearthmatters', 'savetheearth', 'spiritualtiktok']"
Thanks @happyganglifestyle for the invite! Where to next? #areyouhappy #saltlakecity #utah #roadtripcheck,1969-12-31 19:01:48,original sound,Are You Happy?,True,,57.0,57,8736,22,66800,55,"[""@happyganglifestyle""]","['areyouhappy', 'saltlakecity', 'utah', 'roadtripcheck']"
“Travel is fatal to prejudice.” - Mark Twain #areyouhappy #travel #traveldocumentary #archesnationalpark  #utah #moab,1969-12-31 19:01:49,Emotional Piano Instrumental In E Minor,Tom Bailey Backing Tracks,False,Backing Tracks Collection Vol. 4,60.0,29,4647,144,46000,46,[],"['areyouhappy', 'travel', 'traveldocumentary', 'archesnationalpark', 'utah', 'moab']"
You want respect?,1969-12-31 19:01:50,Emotional Piano Instrumental In E Minor,Tom Bailey Backing Tracks,False,Backing Tracks Collection Vol. 4,60.0,46,23500,395,113700,167,[],[]
We can all be happy; despite the circumstances. #areyouhappy #documentary #motivationalclip #motivationaldoc,1969-12-31 19:01:51,Emotional Piano Instrumental In E Minor,Tom Bailey Backing Tracks,False,Backing Tracks Collection Vol. 4,60.0,50,11800,198,80300,71,[],"['areyouhappy', 'documentary', 'motivationalclip', 'motivationaldoc']"
Thanks @famouslyaloof for this interview. #harrisonburg #harrisonburgva #shenandoah #shenandoahvalley,1969-12-31 19:01:52,Steven Universe,L.Dre,False,Steven Universe,60.0,54,4012,88,45700,52,"[""@famouslyaloof""]","['harrisonburg', 'harrisonburgva', 'shenandoah', 'shenandoahvalley']"
happy people have not always had happy lives. #areyouhappy #saltlakecity #drumcircle,1969-12-31 19:01:53,original sound,Are You Happy?,True,,26.0,27,5126,18,55600,39,[],"['areyouhappy', 'saltlakecity', 'drumcircle']"
