text,createTime,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,musicMeta.musicAlbum,musicMeta.duration,videoMeta.duration,diggCount,shareCount,playCount,commentCount,mentions,hashtags
This guy gets it. Thanks @joshsadvice and @famouslyaloof for this interview! #truckdriver #truckers #truckinglife #truckerlife,2021-01-09 23:21:40,original sound,Are You Happy?,True,,15.0,15,21900,201,188900,81,"[""@joshsadvice"",""@famouslyaloof""]","[{""id"":""218229"",""name"":""truckdriver"",""title"":"""",""cover"":""""},{""id"":""8204271"",""name"":""truckers"",""title"":"""",""cover"":""""},{""id"":""39061697"",""name"":""truckinglife"",""title"":"""",""cover"":""""},{""id"":""198040"",""name"":""truckerlife"",""title"":"""",""cover"":""""}]"
Met some kids sitting on the dock of the bay. Thanks @oscar.c.121 for this interview! #areyouhappy,2021-01-08 23:14:34,(Sittin' On) the Dock of the Bay,Otis Redding,False,Essentials: Otis Redding,30.0,26,5174,42,89400,38,"[""@oscar""]","[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""}]"
This math teacher gets it. Thanks to @joshsadvice for getting this interview! #mathteacher #elearning #zoomclass #mathematics #philosophy,2021-01-07 22:17:05,Coming of Age,Blondes,False,Coming of Age,60.0,44,17500,54,131800,52,"[""@joshsadvice""]","[{""id"":""1405647"",""name"":""mathteacher"",""title"":"""",""cover"":""""},{""id"":""2678783"",""name"":""elearning"",""title"":"""",""cover"":""""},{""id"":""1661175160499206"",""name"":""zoomclass"",""title"":"""",""cover"":""""},{""id"":""485575"",""name"":""mathematics"",""title"":"""",""cover"":""""},{""id"":""568189"",""name"":""philosophy"",""title"":"""",""cover"":""""}]"
Asked a kite surfer if he was happy! Thanks @famouslyaloof for the interview. #kitesurfing #utahsunsets #kitesurfer #kitesurfingworld,2021-01-05 22:53:46,Night Trouble By Petit Biscuit,Tyler,True,,58.0,33,14000,326,166400,177,"[""@famouslyaloof""]","[{""id"":""317164"",""name"":""kitesurfing"",""title"":"""",""cover"":""""},{""id"":""1622434461917509"",""name"":""utahsunsets"",""title"":"""",""cover"":""""},{""id"":""17765510"",""name"":""kitesurfer"",""title"":"""",""cover"":""""},{""id"":""1651722764837890"",""name"":""kitesurfingworld"",""title"":"""",""cover"":""""}]"
"What makes you happy? Thanks @happyganglifestyle for inviting me to Salt Lake City, Utah! #musicians #musiciansoftiktok #musiciansontiktok",2021-01-04 21:34:38,original sound,Are You Happy?,True,,41.0,41,3424,38,65900,59,"[""@happyganglifestyle""]","[{""id"":""417805"",""name"":""musicians"",""title"":"""",""cover"":""""},{""id"":""1609427218899973"",""name"":""musiciansoftiktok"",""title"":"""",""cover"":""""},{""id"":""1644618057453573"",""name"":""musiciansontiktok"",""title"":"""",""cover"":""""}]"
just breathing is enough. #areyouhappy #documentary #philosophytiktok,2021-01-02 20:31:26,Strawberry,Prod by Rose,False,"Pixk.I, Vol. 4",60.0,21,5943,17,92900,39,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""421426"",""name"":""documentary"",""title"":"""",""cover"":""""},{""id"":""1667216647707654"",""name"":""philosophytiktok"",""title"":"""",""cover"":""""}]"
Reply to @bakedbreadjen Why acknowledging the negativity?,2021-01-01 23:57:07,original sound,Are You Happy?,True,,6.0,7,2178,5,72900,224,"[""@bakedbreadjen""]",[]
It’s a TikTok miracle. We did it. #jodhpur #findthemountainman #areyouhappy #documentary,2021-01-01 19:27:03,original sound,ourfriendsonfacebook,True,,59.0,59,158800,1366,601000,916,[],"[{""id"":""22287159"",""name"":""jodhpur"",""title"":"""",""cover"":""""},{""id"":""1670498067081221"",""name"":""findthemountainman"",""title"":"""",""cover"":""""},{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""421426"",""name"":""documentary"",""title"":"""",""cover"":""""}]"
It actually happened. Thanks TikTok. Storytime coming soon.,2021-01-01 17:22:17,original sound,Are You Happy?,True,,13.0,13,9259,12,101600,63,[],[]
How many people fell in love today? #areyouhappy #Bye2020 #newyears #newyearseve,2020-12-31 14:27:59,original sound,Are You Happy?,True,,59.0,59,3070,17,57800,40,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""1640302203126790"",""name"":""bye2020"",""title"":""What a year... Show us how you've grown, and what you're leaving behind in 2020 👋🏼  https://bit.ly/2MfCMb4"",""cover"":""""},{""id"":""6825"",""name"":""newyears"",""title"":"""",""cover"":""""},{""id"":""7138"",""name"":""newyearseve"",""title"":"""",""cover"":""""}]"
2020 - We will miss you. #areyouhappy #newyears #newyearseve,2020-12-31 05:07:09,original sound,Are You Happy?,True,,58.0,58,93900,438,422000,5061,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""6825"",""name"":""newyears"",""title"":"""",""cover"":""""},{""id"":""7138"",""name"":""newyearseve"",""title"":"""",""cover"":""""}]"
I loved 2020. Here’s why. #areyouhappy #newyears,2020-12-30 02:10:11,original sound,Are You Happy?,True,,58.0,58,130100,2395,456800,2620,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""6825"",""name"":""newyears"",""title"":"""",""cover"":""""}]"
Is there a difference?,2020-12-28 22:43:15,original sound,Are You Happy?,True,,51.0,51,19700,183,132200,207,[],[]
Sh1t aint sweet but it’s not bad. Thanks @garcelletv for the interview! #areyouhappy #newyorkers #accents #newyorkcitycheck #newyorkcitylife,2020-12-24 19:21:13,original sound,Are You Happy?,True,,34.0,35,16200,141,117700,130,"[""@garcelletv""]","[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""1378357"",""name"":""newyorkers"",""title"":"""",""cover"":""""},{""id"":""732703"",""name"":""accents"",""title"":"""",""cover"":""""},{""id"":""1631026027315206"",""name"":""newyorkcitycheck"",""title"":"""",""cover"":""""},{""id"":""1510131"",""name"":""newyorkcitylife"",""title"":"""",""cover"":""""}]"
💫 be true to yourself 💫 Thanks @famouslyaloof for this interview! #saltlakecity #drumcircle #spiritualitytiktok #dreads #dreadstylesformen,2020-12-23 21:10:56,original sound,Are You Happy?,True,,24.0,24,8314,16,96900,62,"[""@famouslyaloof""]","[{""id"":""41320"",""name"":""saltlakecity"",""title"":"""",""cover"":""""},{""id"":""4510579"",""name"":""drumcircle"",""title"":"""",""cover"":""""},{""id"":""1670996629381125"",""name"":""spiritualitytiktok"",""title"":"""",""cover"":""""},{""id"":""9313"",""name"":""dreads"",""title"":"""",""cover"":""""},{""id"":""1619680942703622"",""name"":""dreadstylesformen"",""title"":"""",""cover"":""""}]"
🌊 Love more 🌊 Thanks @joshsadvice for the interview! #areyouhappy #saltlakecity #kitesurfing #utahlifestyle #momsoftiktok,2020-12-22 19:54:12,original sound,Are You Happy?,True,,23.0,23,4894,15,54200,42,"[""@joshsadvice""]","[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""41320"",""name"":""saltlakecity"",""title"":"""",""cover"":""""},{""id"":""317164"",""name"":""kitesurfing"",""title"":"""",""cover"":""""},{""id"":""1656124091111430"",""name"":""utahlifestyle"",""title"":"""",""cover"":""""},{""id"":""1609640694706182"",""name"":""momsoftiktok"",""title"":""Here's to all the #MomsOfTikTok."",""cover"":""""}]"
You dont need to apologize. Thanks @oscar.c.121 for the interview. #jesus #christianity #religion #spirituality,2020-12-21 22:07:42,original sound,Are You Happy?,True,,26.0,26,9471,49,76300,347,"[""@oscar""]","[{""id"":""15866"",""name"":""jesus"",""title"":"""",""cover"":""""},{""id"":""220867"",""name"":""christianity"",""title"":"""",""cover"":""""},{""id"":""178716"",""name"":""religion"",""title"":"""",""cover"":""""},{""id"":""4747249"",""name"":""spirituality"",""title"":"""",""cover"":""""}]"
☀️ You’re alive. ☀️ Thanks @oscar.c.121 for this interview! #areyouhappy #bellinghamwashington #washingtonstate #breastcancer #breastcancersurvivor,2020-12-20 19:01:47,Emotional Piano Instrumental In E Minor,Tom Bailey Backing Tracks,False,Backing Tracks Collection Vol. 4,60.0,20,4213,56,49500,57,"[""@oscar""]","[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""1632335133484037"",""name"":""bellinghamwashington"",""title"":"""",""cover"":""""},{""id"":""31252"",""name"":""washingtonstate"",""title"":"""",""cover"":""""},{""id"":""297274"",""name"":""breastcancer"",""title"":"""",""cover"":""""},{""id"":""2561969"",""name"":""breastcancersurvivor"",""title"":"""",""cover"":""""}]"
Sending good vibes to Ms. Charbs 💛 Thanks @joshsadvice for interview #professors #zoomclass #zoomclassroom #zoomclassof2020 #collegelife,2020-12-19 19:09:23,original sound,Are You Happy?,True,,19.0,19,33700,21,190900,75,"[""@joshsadvice""]","[{""id"":""2138844"",""name"":""professors"",""title"":"""",""cover"":""""},{""id"":""1661175160499206"",""name"":""zoomclass"",""title"":"""",""cover"":""""},{""id"":""1661102540917766"",""name"":""zoomclassroom"",""title"":"""",""cover"":""""},{""id"":""1661494905640966"",""name"":""zoomclassof2020"",""title"":"""",""cover"":""""},{""id"":""18804"",""name"":""collegelife"",""title"":"""",""cover"":""""}]"
🌳 Don’t disconnect from the mother 🌳 Thanks @famouslyaloof for the interview. #motherearth #motherearthmatters #savetheearth #spiritualtiktok,2020-12-18 21:05:11,Emotional Piano Instrumental In E Minor,Tom Bailey Backing Tracks,False,Backing Tracks Collection Vol. 4,60.0,45,482000,13100,1800000,6292,"[""@famouslyaloof""]","[{""id"":""332279"",""name"":""motherearth"",""title"":"""",""cover"":""""},{""id"":""1668732658784261"",""name"":""motherearthmatters"",""title"":"""",""cover"":""""},{""id"":""726111"",""name"":""savetheearth"",""title"":"""",""cover"":""""},{""id"":""1619095395218433"",""name"":""spiritualtiktok"",""title"":"""",""cover"":""""}]"
Thanks @happyganglifestyle for the invite! Where to next? #areyouhappy #saltlakecity #utah #roadtripcheck,2020-12-16 23:18:07,original sound,Are You Happy?,True,,57.0,57,8736,22,66800,55,"[""@happyganglifestyle""]","[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""41320"",""name"":""saltlakecity"",""title"":"""",""cover"":""""},{""id"":""50698"",""name"":""utah"",""title"":"""",""cover"":""""},{""id"":""1633683276788741"",""name"":""roadtripcheck"",""title"":"""",""cover"":""""}]"
“Travel is fatal to prejudice.” - Mark Twain #areyouhappy #travel #traveldocumentary #archesnationalpark  #utah #moab,2020-12-16 00:09:24,Emotional Piano Instrumental In E Minor,Tom Bailey Backing Tracks,False,Backing Tracks Collection Vol. 4,60.0,29,4647,144,46000,46,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""7884"",""name"":""travel"",""title"":""🌟&amp;amp;amp;amp;quot;The world is a book and those who don't travel read only one page&amp;amp;amp;amp;quot;. 🏄🌴Now recollect your best travel memories from camera roll, 📷and share the stories behind!"",""cover"":""""},{""id"":""86549865"",""name"":""traveldocumentary"",""title"":"""",""cover"":""""},{""id"":""10837545"",""name"":""archesnationalpark"",""title"":"""",""cover"":""""},{""id"":""50698"",""name"":""utah"",""title"":"""",""cover"":""""},{""id"":""5702043"",""name"":""moab"",""title"":"""",""cover"":""""}]"
You want respect?,2020-12-14 16:38:24,Emotional Piano Instrumental In E Minor,Tom Bailey Backing Tracks,False,Backing Tracks Collection Vol. 4,60.0,46,23500,395,113700,167,[],[]
We can all be happy; despite the circumstances. #areyouhappy #documentary #motivationalclip #motivationaldoc,2020-12-13 14:42:37,Emotional Piano Instrumental In E Minor,Tom Bailey Backing Tracks,False,Backing Tracks Collection Vol. 4,60.0,50,11800,198,80300,71,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""421426"",""name"":""documentary"",""title"":"""",""cover"":""""},{""id"":""68491937"",""name"":""motivationalclip"",""title"":"""",""cover"":""""},{""id"":""1667518415564806"",""name"":""motivationaldoc"",""title"":"""",""cover"":""""}]"
Thanks @famouslyaloof for this interview. #harrisonburg #harrisonburgva #shenandoah #shenandoahvalley,2020-12-13 12:12:31,Steven Universe,L.Dre,False,Steven Universe,60.0,54,4012,88,45700,52,"[""@famouslyaloof""]","[{""id"":""64357556"",""name"":""harrisonburg"",""title"":"""",""cover"":""""},{""id"":""3575744"",""name"":""harrisonburgva"",""title"":"""",""cover"":""""},{""id"":""73404"",""name"":""shenandoah"",""title"":"""",""cover"":""""},{""id"":""36042356"",""name"":""shenandoahvalley"",""title"":"""",""cover"":""""}]"
happy people have not always had happy lives. #areyouhappy #saltlakecity #drumcircle,2020-12-12 16:56:09,original sound,Are You Happy?,True,,26.0,27,5126,18,55600,39,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""41320"",""name"":""saltlakecity"",""title"":"""",""cover"":""""},{""id"":""4510579"",""name"":""drumcircle"",""title"":"""",""cover"":""""}]"
are you actually happy? #areyouhappy #thrasherskatemag #thrasherskatemag #documentary,2020-12-11 12:26:43,The Wisp Sings,Winter Aid,False,The Wisp Sings,60.0,35,7452,51,77000,102,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""1664774291080198"",""name"":""thrasherskatemag"",""title"":"""",""cover"":""""},{""id"":""1664774291080198"",""name"":""thrasherskatemag"",""title"":"""",""cover"":""""},{""id"":""421426"",""name"":""documentary"",""title"":"""",""cover"":""""}]"
This is your chance to do good. #givingtuesday #holidayseason #downsyndromeawareness #specialneeds #areyouhappy,2020-12-01 21:36:07,Worship Instrumental - Instrumental,Adrian Jonathan,False,Worship Instrumental - Instrumental,60.0,29,30700,2305,145500,251,[],"[{""id"":""2685861"",""name"":""givingtuesday"",""title"":""#GivingTuesday is a global generosity movement that unleashes the power of people to transform their communities and the world. Whether it’s making someone smile, helping a stranger out, showing up for an issue we care about, everyone has something to give. Share it and inspire a wave of generosity around the globe."",""cover"":""""},{""id"":""1949073"",""name"":""holidayseason"",""title"":"""",""cover"":""""},{""id"":""388691"",""name"":""downsyndromeawareness"",""title"":""October is Down Syndrome Awareness Month, and we're celebrating our incredible community on TikTok. Here's to raising awareness, educating the community, and advocating for one another."",""cover"":""""},{""id"":""428618"",""name"":""specialneeds"",""title"":"""",""cover"":""""},{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""}]"
Don’t give up! #areyouhappy #washingtondc #dmv #motivational,2020-11-28 19:29:38,original sound,Are You Happy?,True,,32.0,32,17200,195,121700,127,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""104393"",""name"":""washingtondc"",""title"":"""",""cover"":""""},{""id"":""50032"",""name"":""dmv"",""title"":"""",""cover"":""""},{""id"":""24675"",""name"":""motivational"",""title"":"""",""cover"":""""}]"
It takes ALOT to admit that. Thanks @thejacobbunn for capturing this interview in #oregon #mcminnvilleoregon #homelesspeople,2020-11-25 22:25:52,Night Trouble By Petit Biscuit,Tyler,True,,58.0,58,155700,3892,783000,1692,"[""@thejacobbunn""]","[{""id"":""16961"",""name"":""oregon"",""title"":"""",""cover"":""""},{""id"":""1642442287218694"",""name"":""mcminnvilleoregon"",""title"":"""",""cover"":""""},{""id"":""480696"",""name"":""homelesspeople"",""title"":"""",""cover"":""""}]"
👨‍🔧 Live your life 🔧 Thanks @thejacobbunn for the interview. #areyouhappy #mechanic #carrepair #repairman,2020-11-24 22:24:53,original sound,Are You Happy?,True,,45.0,45,3412,39,59200,37,"[""@thejacobbunn""]","[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""2284342"",""name"":""mechanic"",""title"":"""",""cover"":""""},{""id"":""78946336"",""name"":""carrepair"",""title"":"""",""cover"":""""},{""id"":""2262610"",""name"":""repairman"",""title"":"""",""cover"":""""}]"
Thanks @banda.tx for shooting interview! #areyouhappy #texas #christianity #jesuslovesyou #islam #muslimtiktok,2020-11-23 22:21:17,Night Trouble By Petit Biscuit,Tyler,True,,58.0,54,20400,237,143200,1121,"[""@banda""]","[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""15537"",""name"":""texas"",""title"":"""",""cover"":""""},{""id"":""220867"",""name"":""christianity"",""title"":"""",""cover"":""""},{""id"":""199428"",""name"":""jesuslovesyou"",""title"":"""",""cover"":""""},{""id"":""350677"",""name"":""islam"",""title"":"""",""cover"":""""},{""id"":""1601194099624961"",""name"":""muslimtiktok"",""title"":"""",""cover"":""""}]"
"☀️ Good sunsets, good seks ☀️ #areyouhappy #saltlakecity #kitesurfingworld #kitesurfing #kitesurfingpassion",2020-11-21 10:15:39,Home,Edith Whiskers,False,Home,59.0,57,58100,1255,371300,289,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""41320"",""name"":""saltlakecity"",""title"":"""",""cover"":""""},{""id"":""1651722764837890"",""name"":""kitesurfingworld"",""title"":"""",""cover"":""""},{""id"":""317164"",""name"":""kitesurfing"",""title"":"""",""cover"":""""},{""id"":""1666591150395398"",""name"":""kitesurfingpassion"",""title"":"""",""cover"":""""}]"
💛 Pursue love at all costs 💛 #areyouhappy #virginia #loveis #loveisallyouneed #virginiabeach,2020-11-19 16:43:35,Night Trouble By Petit Biscuit,Tyler,True,,58.0,21,7456,121,89600,86,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""58103"",""name"":""virginia"",""title"":"""",""cover"":""""},{""id"":""38324"",""name"":""loveis"",""title"":""Everyday is a chance to show some ❤️ to your friends, family and yourself! Tag your videos and show us what #LoveIs."",""cover"":""https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/1625411925382166.JPEG""},{""id"":""417472"",""name"":""loveisallyouneed"",""title"":"""",""cover"":""""},{""id"":""26511"",""name"":""virginiabeach"",""title"":"""",""cover"":""""}]"
"Send me a voice message, are you happy? #areyouhappy",2020-11-17 21:39:07,original sound,Are You Happy?,True,,36.0,36,7435,79,76600,88,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""}]"
🏍 Never put a pill in your body 🏍 #areyouhappy #nevada #motorcycle #yamahabike #motorcycleride #motorcyclesoftiktok,2020-11-16 22:43:01,Night Trouble By Petit Biscuit,Tyler,True,,58.0,46,146100,1989,832600,614,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""281345"",""name"":""nevada"",""title"":"""",""cover"":""""},{""id"":""11438"",""name"":""motorcycle"",""title"":"""",""cover"":""""},{""id"":""61974896"",""name"":""yamahabike"",""title"":"""",""cover"":""""},{""id"":""273257"",""name"":""motorcycleride"",""title"":"""",""cover"":""""},{""id"":""1619497853780998"",""name"":""motorcyclesoftiktok"",""title"":"""",""cover"":""""}]"
🤫I met a man who does not speak🤫 #areyouhappy #buddism #vowofsilence #meditation #solitude #alanwatts,2020-11-15 22:37:05,Dido-Thank You,颜妹&十二,False,冰雪奇缘2,264.0,52,8827,94,104900,103,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""26862840"",""name"":""buddism"",""title"":"""",""cover"":""""},{""id"":""33478266"",""name"":""vowofsilence"",""title"":"""",""cover"":""""},{""id"":""55918"",""name"":""meditation"",""title"":"""",""cover"":""""},{""id"":""196841"",""name"":""solitude"",""title"":"""",""cover"":""""},{""id"":""3026806"",""name"":""alanwatts"",""title"":"""",""cover"":""""}]"
🤫 He took a vow of silence 🤫 #areyouhappy #utah #brycecanyon #brycecanyonnationalpark #offgrid #vowofsilence #meditation #buddhism #recluse,2020-11-15 00:48:54,Night Trouble By Petit Biscuit,Tyler,True,,58.0,49,379400,1363,1500000,821,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""50698"",""name"":""utah"",""title"":"""",""cover"":""""},{""id"":""9926157"",""name"":""brycecanyon"",""title"":"""",""cover"":""""},{""id"":""1608996906862598"",""name"":""brycecanyonnationalpark"",""title"":"""",""cover"":""""},{""id"":""2518330"",""name"":""offgrid"",""title"":"""",""cover"":""""},{""id"":""33478266"",""name"":""vowofsilence"",""title"":"""",""cover"":""""},{""id"":""55918"",""name"":""meditation"",""title"":"""",""cover"":""""},{""id"":""5482522"",""name"":""buddhism"",""title"":"""",""cover"":""""},{""id"":""5922781"",""name"":""recluse"",""title"":"""",""cover"":""""}]"
🌵I got lost in the desert 🌵 #areyouhappy #brycecanyonnationalpark #utah #hikingadventures #documentary #documentaryfilm,2020-11-14 03:00:20,Dle Yaman,Arsen Grigoryan,False,Armenian Duduk,60.0,36,34000,110,214700,125,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""1608996906862598"",""name"":""brycecanyonnationalpark"",""title"":"""",""cover"":""""},{""id"":""50698"",""name"":""utah"",""title"":"""",""cover"":""""},{""id"":""13379076"",""name"":""hikingadventures"",""title"":"""",""cover"":""""},{""id"":""421426"",""name"":""documentary"",""title"":"""",""cover"":""""},{""id"":""1621658542166037"",""name"":""documentaryfilm"",""title"":"""",""cover"":""""}]"
You can listen to more messages on the pod. #areyouhappy #positivepsychology #psychology,2020-11-12 18:42:52,O Superman,Laurie Anderson,False,Big Science,60.0,50,4726,78,78100,47,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""79967127"",""name"":""positivepsychology"",""title"":"""",""cover"":""""},{""id"":""706970"",""name"":""psychology"",""title"":"""",""cover"":""""}]"
🏔 He quit his job to hike full time 🏔 #areyouhappy #appalachiantrail #arizonatrail #hikingadventures #zionnationalpark #pacificcresttrail,2020-11-11 13:19:38,Night Trouble By Petit Biscuit,Tyler,True,,58.0,53,10600,250,94100,66,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""17075045"",""name"":""appalachiantrail"",""title"":"""",""cover"":""""},{""id"":""1659368829264902"",""name"":""arizonatrail"",""title"":"""",""cover"":""""},{""id"":""13379076"",""name"":""hikingadventures"",""title"":"""",""cover"":""""},{""id"":""10047073"",""name"":""zionnationalpark"",""title"":"""",""cover"":""""},{""id"":""1628677781438470"",""name"":""pacificcresttrail"",""title"":"""",""cover"":""""}]"
🏔 I ask strangers if they’re happy 🏔  #angelslanding #zionnationalpark #hiking #arizonatrail #hikingarizona #traillife,2020-11-08 22:42:53,Night Trouble By Petit Biscuit,Tyler,True,,58.0,45,567400,18800,3100000,4028,[],"[{""id"":""15653193"",""name"":""angelslanding"",""title"":"""",""cover"":""""},{""id"":""10047073"",""name"":""zionnationalpark"",""title"":"""",""cover"":""""},{""id"":""4779"",""name"":""hiking"",""title"":"""",""cover"":""""},{""id"":""1659368829264902"",""name"":""arizonatrail"",""title"":"""",""cover"":""""},{""id"":""1660126457242630"",""name"":""hikingarizona"",""title"":"""",""cover"":""""},{""id"":""22087452"",""name"":""traillife"",""title"":"""",""cover"":""""}]"
A message we all need to hear right now. #utah #saltlakecity #drumcircle #voting #elections #elections2020,2020-11-07 14:24:24,Night Trouble By Petit Biscuit,Tyler,True,,58.0,24,8519,289,130800,91,[],"[{""id"":""50698"",""name"":""utah"",""title"":"""",""cover"":""""},{""id"":""41320"",""name"":""saltlakecity"",""title"":"""",""cover"":""""},{""id"":""4510579"",""name"":""drumcircle"",""title"":"""",""cover"":""""},{""id"":""389919"",""name"":""voting"",""title"":"""",""cover"":""""},{""id"":""670156"",""name"":""elections"",""title"":"""",""cover"":""""},{""id"":""10161118"",""name"":""elections2020"",""title"":"""",""cover"":""""}]"
🛹 I ask strangers if they’re happy 🛹 #utah #saltlakecity #skateboarding #skateboard #skateboarder #skateboards,2020-11-06 18:25:01,Night Trouble By Petit Biscuit,Tyler,True,,58.0,23,155900,1070,866300,449,[],"[{""id"":""50698"",""name"":""utah"",""title"":"""",""cover"":""""},{""id"":""41320"",""name"":""saltlakecity"",""title"":"""",""cover"":""""},{""id"":""7236"",""name"":""skateboarding"",""title"":""Got skate skills? Use this tag to make sure they're seen."",""cover"":""""},{""id"":""9015"",""name"":""skateboard"",""title"":""Got sick skateboard tricks? 🔥 Show us your flips, grinds, and spins! 🤘🏼 Jacob will pick his faves! ⚡️ watch the official music video here https://youtu.be/NpA0Aa18xDo"",""cover"":""""},{""id"":""80052"",""name"":""skateboarder"",""title"":"""",""cover"":""""},{""id"":""697366"",""name"":""skateboards"",""title"":"""",""cover"":""""}]"
🇺🇸 I ask strangers if they’re happy 🇺🇸 Thanks to @thejacobbunn in Oregon for the interview #mcminnvilleoregon #oregon #voting #votetiktok,2020-11-05 21:11:26,original sound,Are You Happy?,True,,41.0,41,9537,83,139200,238,"[""@thejacobbunn""]","[{""id"":""1642442287218694"",""name"":""mcminnvilleoregon"",""title"":"""",""cover"":""""},{""id"":""16961"",""name"":""oregon"",""title"":"""",""cover"":""""},{""id"":""389919"",""name"":""voting"",""title"":"""",""cover"":""""},{""id"":""1616692359784454"",""name"":""votetiktok"",""title"":""We are so excited to announce that TikTok has been nominated for Google Play’s Fan Favourite App of 2018! 😍 Starting November 12th you can VOTE to help us win🎉 Click here to VOTE: https://play.google.com/uservoting2018\nVoting is only open until November 26th, so be quick! Thank you for your votes❤️"",""cover"":""https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/1617071528780806.JPEG""}]"
🏍 I ask strangers if they’re happy 🏍 #utah #motorcross #dirtbikes #offroading #motorcrosstiktok #motorcrosslife,2020-11-05 18:38:42,worldstar money (interlude),Joji,False,In Tongues,60.0,59,11800,263,107300,89,[],"[{""id"":""50698"",""name"":""utah"",""title"":"""",""cover"":""""},{""id"":""18185"",""name"":""motorcross"",""title"":"""",""cover"":""""},{""id"":""101803"",""name"":""dirtbikes"",""title"":"""",""cover"":""""},{""id"":""13546"",""name"":""offroading"",""title"":"""",""cover"":""""},{""id"":""1676851189529606"",""name"":""motorcrosstiktok"",""title"":"""",""cover"":""""},{""id"":""22654263"",""name"":""motorcrosslife"",""title"":"""",""cover"":""""}]"
🏍 I ask strangers if they’re happy 🏍  Watch the full interview on the vlog! #areyouhappy #documentaryfilm #documentary #filmmaking #utah,2020-11-05 00:52:06,My Song,Labi Siffre,False,"Crying, Laughing, Loving, Lying (Deluxe Edition)",30.0,47,5997,100,91000,33,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""1621658542166037"",""name"":""documentaryfilm"",""title"":"""",""cover"":""""},{""id"":""421426"",""name"":""documentary"",""title"":"""",""cover"":""""},{""id"":""4654402"",""name"":""filmmaking"",""title"":"""",""cover"":""""},{""id"":""50698"",""name"":""utah"",""title"":"""",""cover"":""""}]"
🌻 I ask strangers if they’re happy 🌻 Full video on YT! 🎥 #areyouhappy #documentary #documentaryfilm #filmmaking #utah,2020-11-03 20:43:13,original sound,Are You Happy?,True,,56.0,56,8209,83,101600,74,[],"[{""id"":""605007"",""name"":""areyouhappy"",""title"":"""",""cover"":""""},{""id"":""421426"",""name"":""documentary"",""title"":"""",""cover"":""""},{""id"":""1621658542166037"",""name"":""documentaryfilm"",""title"":"""",""cover"":""""},{""id"":""4654402"",""name"":""filmmaking"",""title"":"""",""cover"":""""},{""id"":""50698"",""name"":""utah"",""title"":"""",""cover"":""""}]"
